,fecha,likes,respuestas,texto,usuario,es_respuesta,seccion,titulo,url
17107,18:23 01/10/2018,,0,"@norpon Ladrones, devuelvan el choreo, Porota, vos y tu mamà",nesfer24,True,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
17151,18:09 01/10/2018,,2,Y pensar que con el PBI choreado por Porota y sus forajidos no estàbamos en esta situaciòn ,nesfer24,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
17169,18:04 01/10/2018,,0,"Che cuca, pedile a Porota que devuelva el choreo, 15 mil dolares son tuyos ",nesfer24,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
17220,17:51 01/10/2018,1.0,0,"@patryleo 
La que me gusta es:
y quien es mejor que macri?
Cualquiera.
Pero quien?
Callate globerto...
jajaja",Sebastian1976,True,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
17359,17:27 01/10/2018,,4,"LA OPCION ES VENEZUELA MUCHACHOS NO LO OLVIDEN. ES MUY FACIL OPINAR DESDE LA TRIBUNA.
LA POROTA NOS DEJO UN CAMPO MINADO QUE, DESGRACIADAMENTE, ESTA ESTALLANDO POR TODAS PARTES. YO LE SIGO TENIENDO CONFIANZA A CAMBIEMOS",YEUSCH,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
17558,16:35 01/10/2018,,0,"https://www.lanacion.com.ar/2177235-el-juez-casanello-denuncia-trama-testigos-falsos
tortuga Korrupta... acá lo único falso que hay sos vos como ""juez""",FlacidaFarofa,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
17844,16:49 01/10/2018,1.0,0,"@stululakis Porque saldrían a pedir la escupidera al Vaticano como en el '78, y el panchito es tan kernerista que se pasa de chiloto, jajajajajajajajajajajajaja",fjcaldera,True,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
17992,15:24 01/10/2018,2.0,0,"@gamsler Kerner.... like kernerolou, ¡you understand me!",fjcaldera,True,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
17998,15:48 01/10/2018,,0,"@gamsler Te faltó decir argentino y kernerolo, y poner cara de malo, jajajajajajajajajaja",fjcaldera,True,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18121,14:07 01/10/2018,4.0,0,"@JamesJohnJoyce que coloques a tres malandras como chavez, nefastor y porota como genios es mucho, tomate la temperatura-",ieroslav,True,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18135,14:09 01/10/2018,3.0,0,"@JamesJohnJoyce @sergiogrino si ya porota permitió la base china, puede permitirse cualquier cosa, total los ""hermanos de la patria grande"" ya la agrandaron hasta asia oriental.",ieroslav,True,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18473,12:49 01/10/2018,3.0,9,"Era difícil imaginar que el frustrado globerto se iba a anotar un triunfo de Chile como propio, pero sin embargo, acá los tenemos. ",locomanu,False,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18480,12:51 01/10/2018,,0,"@Myanki @locomanu vos tal vez.....el globerto promedio te asocia bolivia con el populismo, con los k la uizqueirda, los negros, y demás, y festeja ni sabe que. No te hagas el sotanga.",locomanu,True,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18568,12:35 01/10/2018,8.0,4,"Y ahora se viene la cumbre de perdedores: Porota, Lula, Maduro, Maradona y E.vo.",timsanders,False,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18648,12:23 01/10/2018,1.0,5,Argentina en picada y el globerto se viene a reir de los bolitas que crecen todos los años...jajajaj,locomanu,False,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18765,12:06 01/10/2018,5.0,1,"QUE VAYA LA POROTA, EN SU CONDICIÓN DE ABOGADA EXITOSA, A LA REPÚBLICA DE CHILE Y AL TRIBUNAL DE LA HAYA Y LE EXPLIQUE SU CONCEPTO DE LA FAMOSA PATRIA GRANDE..., VEREMOS COMO LE VA...",elrenegauu,False,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18800,12:02 01/10/2018,1.0,0,"Estas cosas que suceden con asistencia del juzgado Internacional de la Haya debe servir para poner las barbas en remojo..., la defensa del PROPIO TERRITORIO DESCANSA SOLAMENTE EN TENER FUERZAS ARMADAS PERFECTAMENTE EQUIPADAS Y OPERATIVAS..., UNA VEZ QUE PERDISTE UNA GUERRA PORQUE TE INVADIERON PASAN ESTAS COSAS..., telefono para los ""pensantes"" de Argentina y aquellos defensores de la famosa Patria Grande que la Porota les metio en el melón...",elrenegauu,False,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18846,11:57 01/10/2018,4.0,0,@pupiperonista ese era un verso peronchocristinista que duró menos que un flato en una jaula. La realidad siempre se impone.-,elrenegauu,True,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18863,11:52 01/10/2018,8.0,0,Porota y La Cámpora están que arden. Jeje.,juanalacuerda,False,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte
18974,20:46 01/10/2018,3.0,0,La Cámpora y Porota arden.,juanalacuerda,False,Política,Atropelló y mató a uno de los ladrones que intentó asaltarlo en plena ruta 9,https://www.lanacion.com.ar/2177450-atropello-mato-uno-ladrones-intento-asaltarlo-plena
19109,19:02 01/10/2018,4.0,0,"ASI TIENEN QUE ENTRAR EN PERONIA , tirando plomo para los todEs",a2,False,Política,La Policía Federal se prepara para la seguridad de la cumbre del G20,https://www.lanacion.com.ar/2177438-la-policia-federal-se-prepara-seguridad-cumbre
19174,22:32 01/10/2018,3.0,0,"Esto parece el juego del ahorcado, creo que al de  Porota le falta solo una letra. Eso si , si Florencia y Maximo van en cana antes que ella , la mina se emboba mal y no sale !!",alapipeta4,False,Política,Órdenes presidenciales y traslado de valijas: la declaración del exsecretario de Cristina convertido en arrepentido,https://www.lanacion.com.ar/2177429-cuadernos-exsecretario-cristina-kirchner-declaro-como-arrepentido
19178,22:01 01/10/2018,4.0,1,será cierto q en el momento oportuno ee.uu deja trascender datos q entierran a la porota para siempre ?,ralvarezdrago,False,Política,Órdenes presidenciales y traslado de valijas: la declaración del exsecretario de Cristina convertido en arrepentido,https://www.lanacion.com.ar/2177429-cuadernos-exsecretario-cristina-kirchner-declaro-como-arrepentido
19187,20:42 01/10/2018,9.0,0,"Juasss, en ámbitos cerrados ... por ejemplo las carceles de Ezeiza y Marcos paz ... AHÍ POROTA GANA CÓMODA ... Y ESO QUE MUCHOS ESTÁN AFUERA COLABORANDO CON LA JUSTICIA",Soyargentino,False,Política,Órdenes presidenciales y traslado de valijas: la declaración del exsecretario de Cristina convertido en arrepentido,https://www.lanacion.com.ar/2177429-cuadernos-exsecretario-cristina-kirchner-declaro-como-arrepentido
19189,23:12 01/10/2018,,0,"JUA JUA, 41 LA POROTA?",Orvisflyrod,False,Política,Órdenes presidenciales y traslado de valijas: la declaración del exsecretario de Cristina convertido en arrepentido,https://www.lanacion.com.ar/2177429-cuadernos-exsecretario-cristina-kirchner-declaro-como-arrepentido
19204,18:54 01/10/2018,4.0,0,"Que bárbaro, que berreta todo en Peronia.",samus26,False,Política,Órdenes presidenciales y traslado de valijas: la declaración del exsecretario de Cristina convertido en arrepentido,https://www.lanacion.com.ar/2177429-cuadernos-exsecretario-cristina-kirchner-declaro-como-arrepentido
19239,15:52 01/10/2018,,0,Supongo que la porota solicitara un trajecito a rayas de marca cuando tenga que vivir en ezeiza,polocarrasco,False,Política,Órdenes presidenciales y traslado de valijas: la declaración del exsecretario de Cristina convertido en arrepentido,https://www.lanacion.com.ar/2177429-cuadernos-exsecretario-cristina-kirchner-declaro-como-arrepentido
19241,15:42 01/10/2018,1.0,0,"😏😏😏🤗🤗🤗, para Porota con 🎀🎀🎀❤🎀🎀🎀",etacarinae88,False,Política,Órdenes presidenciales y traslado de valijas: la declaración del exsecretario de Cristina convertido en arrepentido,https://www.lanacion.com.ar/2177429-cuadernos-exsecretario-cristina-kirchner-declaro-como-arrepentido
19251,20:39 01/10/2018,7.0,0,"Abal Medina está en el horno, son muchos los que lo acusan de haber metido la mano en la lata, lo cual es cierto. Él fue nombrado por la porota y ya que ella es una abogada exitosa  ¿por qué no lo defiende ? o ¿van a ir juntos a la cárcel?.",INTEGRITY,False,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro
19264,20:38 01/10/2018,,0,Pichetto hace rato que se la entrega... a porota ... cada vez que le imponía un Ley lo entregaba ...,Soyargentino,False,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro
19272,17:20 01/10/2018,14.0,0,"todos reconocen que cobraron o pagaron cifras enormes durante el régimen k ¿y la jefa, la porota nada? ¿la veía pasar nada mas? ¿no le importaba la plata, sólo el bienestar de su pueblo? ¿todos los integrantes de la banda se hartaron de chorear menos la jefa?....ni kafka apeló a tal grado de absurdidad para escribir sus famosas novelas....",clase51,False,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro
19352,16:11 01/10/2018,1.0,0,"@obreroamargo @Mrce44 impugnado este tu futuro, ciberplanero",Lam0scahumana,True,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro
19355,16:07 01/10/2018,3.0,0,"CUCA, POROTA TE DIJO QUE ÑANCUL SE COMPRÓ LA HELADERA EN 12 CUOTAS Y TIENE 94 MILLONES, DECIME NO TE SENTÍS UN POQUITO PLOTVD O???.",DAMON11,False,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro
19402,15:54 01/10/2018,1.0,0,"@terra1165 Espere, falta tiempo para las elecciones, formen partido sin saqueadores, preséntense a elecciones y ganen.
Mientras tanto preparese para ir a visitar a la porota a Ezeiza en breve.",NOSFERAUTE2012,True,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro
19466,15:23 01/10/2018,,0,"Este supera en botox a Porota , parece la rana Rene de Plaza Sesamo. Carcel comun, con los 12 apostoles en Sierra Chica y nos canta donde esta la guita y hasta el himno croata de corrido!!!",alapipeta4,False,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro
19528,14:41 01/10/2018,3.0,0,@banana_repubIiK NOOO.....QUE LA POROTA ES CAPAZ DE QUEJARSE DICIENDO   QUE MACRI LE TIRO BARRO...Y MAGNETTO TAMBIEN..,pnogueira3,True,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro
19571,14:22 01/10/2018,4.0,0,Corrupto    del   primero     al    ultimo    kernerolo.,spcristal,False,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro
19719,22:46 01/10/2018,11.0,1,Así se comporta un verdadero kernerolo: pide que clausuren la escuela porque es insegura y después va y arma una festichola con sus amigotes. Que bueno que sean tan *elotudos como para filmarse y dejar que llegue a las redes ....y esos miserables se paran frente  a tus hijos para dar clases ....,BuedmO4,False,Sociedad,Abrieron sumarios contra docentes que hicieron una fiesta en una escuela cerrada de Moreno,https://www.lanacion.com.ar/2177504-abrieron-sumarios-docentes-hicieron-fiesta-escuela-cerrada
19731,22:38 01/10/2018,9.0,0,En la inviable Peronia los que trabajan de veras tienen que mantener todo este descarte social -que encima- hacen paros salvajes.,samus26,False,Sociedad,Abrieron sumarios contra docentes que hicieron una fiesta en una escuela cerrada de Moreno,https://www.lanacion.com.ar/2177504-abrieron-sumarios-docentes-hicieron-fiesta-escuela-cerrada
19801,21:20 01/10/2018,4.0,1,CETERISMO KERNERISTA,dsalas1,False,Sociedad,Abrieron sumarios contra docentes que hicieron una fiesta en una escuela cerrada de Moreno,https://www.lanacion.com.ar/2177504-abrieron-sumarios-docentes-hicieron-fiesta-escuela-cerrada
19815,21:04 01/10/2018,12.0,2,Acá están los soldados de Barandel. La decadente  Peronia a todo vapor (hacia el precipicio),samus26,False,Sociedad,Abrieron sumarios contra docentes que hicieron una fiesta en una escuela cerrada de Moreno,https://www.lanacion.com.ar/2177504-abrieron-sumarios-docentes-hicieron-fiesta-escuela-cerrada
19844,23:07 01/10/2018,1.0,0,Por si a alguien le quedaban dudas acerca de porqué vivimos en peronia,brela07,False,Sociedad,Mató a una perra de un disparo por un pedazo de carne y ahora irá a Juicio,https://www.lanacion.com.ar/2177454-mato-perra-disparo-pedazo-carne-ahora-ira
20682,23:50 02/10/2018,5.0,0,Tiembla la araña porota con Bolsonaro como presidente se ve mas con el taraje a rayas. Ojalá,silvio52,False,El Mundo,Bolsonaro saca más ventaja en los sondeos y amplía sus chances para el ballottage,https://www.lanacion.com.ar/2177824-bolsonaro-saca-mas-ventaja-sondeos-amplia-sus
20763,22:58 02/10/2018,1.0,0,Y... la revolución necesita de gente como estos para desenmascarar la falsa ideología de la Asociación ILÍCITA del tuerto y Porota,eugenioc,False,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca
20822,20:59 02/10/2018,8.0,0,"La gorda esta y la Peña parecen hermanas con la Porota, van al mismo cirujano.",VickiFeller,False,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca
20823,20:56 02/10/2018,7.0,0,"Siempre en primera fila, en los discursos papeloneros de la Porota aplaudiendo a mano partida.",VickiFeller,False,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca
20824,20:55 02/10/2018,11.0,0,"Esta petisa, gorda es la que le enseñaba actuación a la Porota. Ladrona cara dura.",VickiFeller,False,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca
